Resp1,Resp2,HR1,HR2
-1.3772523324241,2.48536463122268,1.21724687573831,0.511853836763916
-1.38744236782659,2.45443420247303,1.21724687573831,0.570160583555311
-1.33713265552577,2.4091401989792,1.21724687573831,0.900565482039886
-1.02251683018253,2.37315997693774,1.21724687573831,0.900565482039886
-0.458636102493628,2.3640988630849,1.21724687573831,0.900565482039886
0.174753391240534,2.39077197623384,1.21724687573831,0.900565482039886
0.66845942474603,2.48521716765007,1.21724687573831,0.900565482039886
1.00491666306323,2.62710559408668,1.21724687573831,0.900565482039886
1.19496238737814,2.80484701909034,1.21724687573831,0.900565482039886
1.25494048337251,2.99435483612727,0.402458180152229,0.900565482039886
1.19289266639338,3.16681493001246,0.350450391072267,0.900565482039886
1.05843617005096,-0.0318743462643359,0.350450391072267,1.04216758139042
0.920798319075661,-0.0318743462643359,0.350450391072267,1.8445794777101
0.864010660475759,-0.0318743462643359,0.350450391072267,1.8445794777101
0.905678105787991,-0.0318743462643359,0.350450391072267,1.8445794777101
0.971995659522459,-0.0318743462643359,0.350450391072267,1.8445794777101
1.0133087333509,-0.0318743462643359,0.350450391072267,1.8445794777101
1.01893943350048,-0.0318743462643359,0.350450391072267,1.8445794777101
0.98372048445826,-0.0318743462643359,0.350450391072267,1.8445794777101
0.898568272948394,-0.0318743462643359,0.452560696073565,1.8445794777101
0.784040873541946,-0.0318743462643359,0.459078375116201,1.8445794777101
0.663120480936383,-0.0318743462643359,0.459078375116201,1.91097709112543
0.402670356505555,-0.0318743462643359,0.459078375116201,2.28723023381233
-0.0862674246658438,-0.0318743462643359,0.459078375116201,2.28723023381233
-0.631319402939927,-0.0318743462643359,0.459078375116201,2.28723023381233
-1.07987578975648,-0.0318743462643359,0.459078375116201,2.28723023381233
-1.3660180804974,-0.0318743462643359,0.459078375116201,2.28723023381233
-1.49515007830664,-0.0318743462643359,0.459078375116201,2.28723023381233
-1.50141961214813,-0.0318743462643359,0.459078375116201,2.28723023381233
-1.47907460923838,-0.0318743462643359,0.222565783800101,2.28723023381233
-1.48164500364426,-0.0318743462643359,0.207469235418222,2.28723023381233
-1.63434242394827,-0.0318743462643359,0.207469235418222,2.31797075361066
-1.88692464831974,-0.0318743462643359,0.207469235418222,2.49216703246786
-2.10665773902426,-0.0318743462643359,0.207469235418222,2.49216703246786
-2.27539843808894,-0.0318743462643359,0.207469235418222,2.49216703246786
-2.15207674117208,-0.0318743462643359,0.207469235418222,2.49216703246786
-1.61021451470178,-0.0318743462643359,0.207469235418222,2.49216703246786
-0.933275504843003,-0.0318743462643359,0.207469235418222,2.49216703246786
-0.253006932039829,-0.0318743462643359,0.207469235418222,2.49216703246786
0.30175259094228,-0.0318743462643359,3.20232904850838,2.49216703246786
0.568315145295179,3.10530571641706,3.39349031317371,2.49216703246786
0.597464242961939,2.15342902249489,3.39349031317371,2.49221476619425
0.479717199329224,1.50861863949673,3.39349031317371,2.49248525731049
0.28024751355029,1.25142059425995,3.39349031317371,2.49248525731049
0.246034079879356,0.987582907138621,3.39349031317371,2.49248525731049
0.38955216765497,0.226080128521449,3.39349031317371,2.49248525731049
0.5426584511822,-1.51363571531326,3.39349031317371,2.49248525731049
0.772383689110258,-0.0318743462643359,3.39349031317371,2.49248525731049
1.02053868040282,-0.0318743462643359,3.39349031317371,2.49248525731049
1.22627904736124,-0.0318743462643359,-0.016918483650748,2.49248525731049
1.3545941325797,-0.0318743462643359,-0.016918483650748,2.49248525731049
1.40740691423407,-0.0318743462643359,-0.016918483650748,2.46503836463341
1.45721580754608,-0.0318743462643359,-0.016918483650748,2.30950597279663
1.58143357278847,-0.0318743462643359,-0.016918483650748,2.30950597279663
1.65812521062104,-0.0318743462643359,-0.016918483650748,2.30950597279663
1.63369213858206,-0.0318743462643359,-0.016918483650748,2.30950597279663
1.60469859652393,-0.0318743462643359,-0.016918483650748,2.30950597279663
1.62495685364699,-0.0318743462643359,-0.016918483650748,2.30950597279663
