Resp1,Resp2,HR1,HR2
-1.57800188249676,0.219361280463521,-0.278462700884306,1.71428289239828
-1.65072216827381,0.180508766563891,-0.322707601544108,1.71428289239828
-1.68132581542211,0.149444250663916,-0.322707601544108,1.91444066228799
-1.67978473409713,0.137021238288641,-0.322707601544108,1.94702448529329
-1.65320286619453,0.0821810375546155,-0.322707601544108,1.94702448529329
-1.62976002138038,-0.0156112402227811,-0.322707601544108,1.94702448529329
-1.6239402135634,-0.127343626572797,-0.394807453801816,1.96947934562475
-1.61841184775194,-0.248523431576123,-0.456225846465789,2.1341483213888
-1.50161956082322,-0.355938080204113,-0.456225846465789,2.1341483213888
-1.1946157737109,-0.349575108167219,-0.456225846465789,2.1341483213888
-0.744630693526185,-0.48226847414515,-0.456225846465789,2.1341483213888
-0.260616232300575,-0.970096424064845,-0.37194442901357,2.18339729208875
0.167581063337511,-1.60732323709826,-0.315756817378758,2.24359047849979
0.501800527294797,-1.99357690402404,-0.315756817378758,2.24359047849979
0.72652407708276,-1.97711320845138,-0.315756817378758,2.24359047849979
0.827661162704533,-1.7829364274101,-0.315756817378758,2.24359047849979
0.827168171519859,-1.55475310206661,-0.299610145762649,2.47192909810548
0.768574392870229,-1.27241813383307,-0.280655357343739,2.52549000887719
0.685332001227152,-0.932179520013389,-0.280655357343739,2.52549000887719
0.604235338446494,-0.587814903328836,-0.280655357343739,2.52549000887719
0.542091782406046,-0.261150179816723,-0.280655357343739,2.58501966428024
0.540104591801062,0.0401524755933679,-0.285552500732963,2.70057723065088
0.637675039750706,0.305005068927618,-0.329626791235979,2.70057723065088
0.826441372964752,0.507831201578654,-0.329626791235979,2.70057723065088
1.07080069884236,0.626622524681766,-0.329626791235979,2.70057723065088
1.32130748973855,0.652986583208424,-0.329626791235979,2.70057723065088
1.53265077189082,0.583583065297629,-0.329626791235979,2.70057723065088
1.67400564996956,0.428748776817823,-0.235019667961397,2.70057723065088
1.73677174609088,0.240177216656711,-0.208335607550618,2.70057723065088
1.72710822424409,0.0607189220775694,-0.208335607550618,2.70057723065088
1.67906984191389,-0.0873856135530334,-0.208335607550618,2.70057723065088
1.63029416636369,-0.195730152798739,-0.208335607550618,2.70057723065088
1.58741666452983,-0.254090961789997,-0.208335607550618,2.70057723065088
1.5467005475339,-0.253759996486454,-0.208335607550618,2.70057723065088
1.50253779333742,-0.202746148444464,-0.208335607550618,2.61968814796767
1.45322818020507,-0.111697593439849,-0.208335607550618,2.58334667603753
1.41433899511982,0.00369978829698985,-0.208335607550618,2.58334667603753
1.40955618062534,0.129114355301765,-0.208335607550618,2.58334667603753
1.43572402539553,0.260778916102422,-0.208335607550618,2.58334667603753
1.48406890355386,0.388316255185812,-0.208335607550618,2.04051559972739
1.52994908385434,0.47956807726637,-0.208335607550618,1.97342411838568
1.55553688333431,0.542859144185899,-0.208335607550618,1.97342411838568
1.5651827707032,0.628771361450009,-0.208335607550618,1.97342411838568
1.57573747884788,0.76039541884808,-1.89280159591571,1.97342411838568
1.58575222788138,0.927458547141224,-0.0500404233537685,1.48581379184742
1.58539265657586,1.07905471984526,-0.0500404233537685,1.39293563441156
1.57049539373135,1.07467950854503,-0.0500404233537685,1.39293563441156
1.55059320799262,0.859045956225655,-0.0500404233537685,1.39293563441156
1.54130138653127,0.539433981446799,-0.0500404233537685,1.39293563441156
1.54642166471752,0.249487936326291,-0.0500404233537685,0.994574274369103
1.55908364996061,0.0337002460581817,-0.0500404233537685,0.563016134323103
1.55611185333577,-0.0993683389409321,-0.0500404233537685,0.563016134323103
1.52573332535172,-0.181864581737824,-0.0500404233537685,0.563016134323103
1.48086398773333,-0.262423505535537,-0.0500404233537685,0.563016134323103
1.42992477679912,-0.372216416455217,-0.0500404233537685,0.563016134323103
1.37710616062974,-0.45131037343484,-0.0500404233537685,0.0455684569533251
1.32736953506663,-0.456051146694992,-0.0500404233537685,-0.76377278200966
1.28534580002878,-0.475707110441884,-0.0500404233537685,-0.76377278200966
